sex,c_age_cat,race_African-American,race_Caucasian,priors_count,juv_other_count,juv_misd_count,juv_fel_count,c_charge_degree,decile_score,c_length_of_stay,is_recid,two_year_recid
1,1,0,1,0,0,0,0,0,2,0.0025,0,0
1,0,0,0,3,0,0,0,1,7,0.005,1,1
1,1,1,0,7,0,0,0,1,6,0.02375,0,0
0,0,1,0,0,0,0,0,1,3,0.00125,0,0
1,1,0,1,0,0,0,0,1,7,0.00625,0,0
1,1,1,0,0,0,0,0,1,1,0.00125,0,0
0,0,1,0,0,0,0,0,0,7,0.00125,0,0
0,1,0,1,2,1,0,0,1,8,0.0025,1,1
1,0,1,0,0,1,0,0,1,2,0.0,0,0
0,0,0,1,1,0,0,0,1,8,0.00125,1,1
1,2,1,0,16,0,0,0,0,5,0.01625,1,1
1,2,0,1,0,0,0,0,1,1,0.00125,0,0
0,1,0,1,7,0,0,0,1,6,0.01,1,1
1,1,1,0,18,0,0,0,0,9,0.0025,1,1
1,1,1,0,0,0,0,0,1,8,0.0425,1,1
1,0,1,0,1,0,0,0,1,2,0.00125,0,0
1,0,0,0,0,0,0,0,1,5,0.00375,1,1
1,1,1,0,7,0,0,0,1,1,0.00125,0,0
0,1,0,1,12,0,0,0,1,10,0.005,1,1
1,1,0,0,3,0,0,0,0,4,0.00375,0,0
1,1,0,1,6,0,0,0,1,4,0.00125,0,0
1,1,0,0,13,0,0,0,1,9,0.0025,1,1
1,1,0,1,3,0,0,0,0,3,0.00125,1,1
1,0,0,1,1,0,0,0,0,3,0.04,0,0
1,0,0,0,0,1,0,0,1,2,0.00125,1,1
1,1,1,0,3,0,0,0,0,3,0.10125,0,0
1,0,1,0,1,0,0,0,1,2,0.00125,0,0
1,1,0,1,2,0,0,0,1,1,0.01,0,0
1,0,0,0,1,0,0,0,1,2,0.022500000000000003,1,1
1,1,0,1,1,0,0,0,1,5,0.00125,0,0
1,0,1,0,0,0,0,0,1,5,0.005,0,0
1,0,1,0,0,0,0,0,1,4,0.00375,0,0
1,1,1,0,6,0,0,0,0,5,0.007500000000000001,1,1
1,1,1,0,0,0,0,0,1,1,0.00125,0,0
1,1,1,0,4,1,1,0,1,4,0.0025,1,1
1,0,1,0,2,0,0,0,1,4,0.0025,1,1
1,1,1,0,7,0,0,0,1,10,0.00125,1,1
0,1,0,1,0,0,0,0,0,7,0.00375,1,1
0,1,0,1,5,0,0,0,1,2,0.00625,1,0
1,1,1,0,2,0,0,0,1,4,0.0025,0,0
1,1,0,1,15,0,1,0,1,7,0.0025,0,0
1,1,1,0,4,0,0,0,1,4,0.00125,1,1
0,1,1,0,4,0,0,0,1,5,0.0025,0,0
1,0,0,1,0,0,0,0,0,3,0.00125,1,1
0,1,1,0,7,0,0,0,1,9,0.00125,1,1
1,1,0,1,3,0,0,0,1,8,0.3025,0,0
1,1,1,0,8,0,0,0,0,5,0.0025,0,0
1,0,1,0,7,0,0,0,1,10,0.00375,1,1
0,1,0,1,0,0,0,0,0,2,0.005,0,0
1,0,0,1,0,3,0,0,1,3,0.00125,1,1
1,0,1,0,0,0,0,0,1,7,0.06375,1,1
1,1,1,0,14,1,0,0,1,10,0.0025,1,1
1,1,1,0,1,0,0,0,0,2,0.00125,0,0
1,1,0,1,5,0,0,0,1,6,0.008749999999999999,1,1
1,0,1,0,2,0,0,0,0,9,0.00375,1,1
0,0,0,0,1,0,0,0,0,4,0.0025,0,0
1,1,1,0,0,0,0,0,0,2,0.0025,0,0
1,0,0,1,0,0,0,0,1,3,0.00375,0,0
0,1,1,0,1,0,0,0,1,2,0.0025,0,0
1,0,1,0,0,0,0,0,0,3,0.00125,1,1
1,0,1,0,1,1,0,0,1,10,0.00125,1,1
1,1,1,0,6,0,0,0,1,6,0.0025,1,1
1,0,0,0,10,0,4,1,1,9,0.01,1,1
0,0,0,0,1,0,0,0,1,4,0.00125,0,0
1,1,1,0,4,0,0,0,0,5,0.00125,1,0
0,0,1,0,0,0,0,0,0,9,0.008749999999999999,0,0
0,2,0,1,7,0,0,0,0,1,0.01,1,1
1,1,1,0,1,0,0,0,1,2,0.12375,0,0
1,1,0,0,0,0,0,0,1,1,0.0025,0,0
1,1,1,0,1,0,0,0,1,2,0.10500000000000001,0,0
1,0,1,0,0,0,0,0,1,5,0.00125,0,0
0,1,0,1,10,0,0,0,1,5,0.007500000000000001,1,1
1,2,1,0,0,0,0,0,1,4,0.0025,1,1
1,0,1,0,5,0,0,0,1,6,0.0,0,0
1,0,1,0,1,0,1,0,1,10,0.0025,1,1
1,1,0,1,0,0,0,0,0,1,0.00125,1,1
1,0,0,1,1,0,0,0,1,5,0.00125,0,0
0,2,0,1,1,0,0,0,1,1,0.0375,0,0
1,1,1,0,17,0,1,0,1,10,0.02,1,1
1,1,1,0,0,0,0,0,1,4,0.0025,1,1
1,2,1,0,8,0,0,0,1,1,0.00375,1,1
1,1,0,1,2,0,0,0,0,1,0.035,0,0
1,1,1,0,13,0,0,0,1,10,0.59375,1,1
1,0,1,0,4,3,0,0,1,5,0.0025,1,1
1,1,0,1,0,0,0,0,1,6,0.0025,1,1
1,0,1,0,2,0,0,0,0,5,0.00375,0,0
0,1,0,1,0,0,0,0,0,2,0.00125,0,0
1,1,1,0,1,0,0,0,0,2,0.00375,0,0
1,0,1,0,0,0,0,0,0,4,0.00125,1,1
0,2,0,1,2,0,0,0,0,1,0.00125,0,0
1,0,0,1,5,1,0,0,1,5,0.007500000000000001,1,1
1,1,1,0,1,0,0,0,0,1,0.00125,0,0
1,0,1,0,8,1,3,0,0,8,0.00125,1,1
1,2,1,0,2,0,0,0,0,1,0.01375,0,0
1,1,0,1,0,0,0,0,1,1,0.00125,0,0
0,0,0,0,0,0,0,0,0,3,0.00125,0,0
1,1,0,0,0,0,0,0,1,2,0.0025,1,1
1,1,1,0,2,0,0,0,0,4,0.01375,1,1
1,0,1,0,4,2,2,0,1,7,0.00125,1,1
1,1,0,0,0,0,0,0,0,1,0.00125,0,0
0,0,1,0,0,0,0,0,1,6,0.0025,0,0
1,1,1,0,6,0,0,0,1,3,0.00125,0,0
1,0,1,0,0,0,0,0,1,7,0.00125,1,1
1,1,1,0,1,0,0,0,0,6,0.08125,1,0
1,0,1,0,2,0,0,0,1,6,0.00125,0,0
1,2,0,1,3,0,0,0,0,2,0.0,0,0
1,1,1,0,7,0,0,0,1,4,0.00375,1,1
1,0,1,0,6,1,0,0,1,9,0.0575,1,1
1,1,0,1,2,0,0,0,0,2,0.00125,0,0
1,1,0,1,4,0,0,0,1,3,0.0025,0,0
1,1,1,0,3,0,0,0,1,5,0.00375,0,0
0,1,0,0,2,0,0,0,1,2,0.008749999999999999,0,0
1,1,0,1,0,0,0,0,1,3,0.00125,0,0
1,1,1,0,1,0,0,0,1,2,0.0025,0,0
1,1,1,0,1,0,0,0,1,8,0.00625,1,1
1,0,1,0,0,0,0,0,1,2,0.00375,0,0
1,1,0,1,11,1,0,0,1,8,0.0625,1,1
1,1,1,0,0,0,0,0,0,4,0.00125,0,0
1,1,0,0,1,0,0,0,1,1,0.00125,0,0
1,1,1,0,14,0,0,0,1,8,0.08125,1,1
1,0,0,1,2,0,0,0,1,4,0.0975,1,1
1,1,1,0,0,0,0,0,1,1,0.0025,0,0
1,2,1,0,0,0,0,0,1,1,0.0025,0,0
1,1,1,0,6,0,0,0,1,5,0.00125,1,1
1,1,1,0,9,0,0,0,1,8,0.00125,1,1
0,0,1,0,2,0,1,0,1,6,0.01625,1,0
1,2,0,1,1,0,0,0,0,1,0.005,0,0
1,2,0,1,4,0,0,0,1,6,0.14875,0,0
0,1,1,0,0,0,0,0,0,1,0.00125,0,0
0,0,0,1,0,0,0,0,0,5,0.0025,0,0
0,1,1,0,5,0,0,0,1,3,0.0025,1,0
1,1,0,0,1,0,0,0,1,3,0.00125,0,0
1,0,1,0,6,2,0,0,0,7,0.00125,1,1
1,1,1,0,1,0,0,0,1,1,0.00125,0,0
1,2,0,0,0,0,0,0,1,1,0.0025,0,0
1,2,0,1,1,0,0,0,1,1,0.0025,1,1
1,1,0,1,0,0,0,0,1,6,0.00625,1,1
1,2,1,0,5,0,0,0,0,2,0.00375,0,0
1,2,0,1,1,0,0,0,0,2,0.00125,0,0
1,0,0,0,1,0,0,0,1,4,0.00375,1,1
1,0,0,0,2,1,0,0,1,5,0.0025,1,1
1,1,1,0,7,0,0,0,1,6,0.00125,1,1
1,1,1,0,16,0,0,0,1,8,0.24000000000000002,1,1
0,0,0,1,0,0,0,0,0,3,0.0025,0,0
0,1,0,1,2,0,0,0,0,6,0.1475,0,0
0,0,1,0,1,0,0,0,1,5,0.0025,0,0
1,0,0,1,0,0,0,0,0,2,0.00125,0,0
1,1,1,0,0,0,0,0,0,1,0.00125,0,0
1,1,0,1,5,0,0,0,1,3,0.00125,0,0
1,1,1,0,0,0,0,0,1,3,0.00125,0,0
1,1,1,0,2,0,0,0,1,3,0.005,0,0
1,1,1,0,12,0,0,0,1,9,0.00375,1,1
1,1,0,0,1,0,0,0,1,1,0.051250000000000004,0,0
1,1,0,1,2,0,0,0,1,2,0.00125,0,0
1,1,1,0,0,0,0,0,1,4,0.005,0,0
1,1,1,0,19,0,0,0,1,8,0.27625,1,0
0,1,0,1,0,0,0,0,1,7,0.00125,0,0
1,0,0,1,0,0,0,0,1,5,0.0,0,0
1,2,0,1,0,0,0,0,1,1,0.00375,0,0
1,1,0,1,4,0,0,0,1,2,0.2125,0,0
1,1,1,0,17,0,0,1,1,9,0.0025,1,1
1,1,1,0,4,0,0,0,1,1,0.0325,1,1
1,1,0,1,12,0,0,0,0,6,0.05,1,1
0,2,0,1,0,0,0,0,1,1,0.0025,0,0
0,0,1,0,4,0,0,0,1,9,0.00375,1,1
1,1,0,1,2,0,0,0,1,4,0.00125,1,1
0,1,1,0,1,0,0,0,0,2,0.02,0,0
1,0,0,0,0,0,0,0,1,6,0.00125,0,0
0,0,1,0,0,1,0,0,0,7,0.0025,1,1
1,1,1,0,0,0,0,0,0,1,0.00125,0,0
0,1,1,0,0,0,0,0,0,1,0.0025,0,0
1,2,0,1,4,0,0,0,1,1,0.0025,1,1
1,1,0,0,9,0,0,0,1,5,0.00375,0,0
1,1,1,0,7,0,0,1,1,9,0.0025,1,1
0,1,0,0,1,0,0,0,1,4,0.0025,0,0
0,0,0,1,0,0,0,0,0,6,0.00125,0,0
1,1,0,1,12,0,0,0,1,1,0.0175,0,0
1,1,1,0,2,0,0,0,0,5,0.0025,0,0
1,1,1,0,0,0,0,0,0,1,0.0,0,0
0,1,1,0,8,0,0,0,1,6,0.005,1,0
0,1,0,1,0,0,0,0,1,6,0.00375,1,1
0,1,0,1,0,0,0,0,0,2,0.0025,1,1
1,1,1,0,8,0,0,6,0,9,0.00125,1,1
0,0,0,1,1,0,0,0,0,4,0.00125,1,0
1,1,0,1,3,0,0,0,1,4,0.04875,0,0
1,0,0,1,5,0,0,0,1,9,0.00125,1,1
1,2,0,1,1,0,0,0,1,3,0.00125,1,1
1,2,0,0,0,0,0,0,1,5,0.01,1,1
1,1,0,1,1,0,0,0,1,1,0.00125,0,0
1,1,0,1,3,0,0,0,1,5,0.15125,0,0
1,1,0,0,0,0,0,0,0,1,0.0025,1,1
1,0,1,0,8,6,2,0,1,9,0.305,1,1
1,0,0,1,1,0,0,0,1,3,0.0025,0,0
1,1,0,1,13,0,0,0,0,4,0.08375,1,1
0,1,1,0,4,0,0,0,1,2,0.00125,0,0
0,0,1,0,6,0,0,0,1,7,0.01625,1,1
1,1,0,1,4,0,0,0,0,2,0.0025,1,1
1,1,0,1,1,0,0,0,1,1,0.0025,0,0
1,0,1,0,2,0,0,0,1,6,0.165,0,0
1,1,1,0,8,0,0,0,0,4,0.03375,1,1
1,0,1,0,1,0,0,0,1,3,0.02875,0,0
1,1,0,0,0,0,0,0,0,2,0.0025,0,0
1,1,0,0,1,0,0,0,0,1,0.00125,0,0
1,1,1,0,23,0,0,2,0,6,0.04,1,1
1,1,0,1,3,0,0,0,0,3,0.0025,0,0
1,1,1,0,7,0,0,0,1,9,0.07375,0,0
1,0,0,1,7,0,0,0,1,10,0.055,1,1
1,0,0,1,1,0,0,0,1,4,0.015,0,0
0,2,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,0,1,5,0,0,0,0,4,0.00125,1,1
0,0,0,0,0,0,0,0,0,3,0.00125,0,0
1,1,1,0,1,0,1,0,0,2,0.0025,0,0
0,1,0,1,3,0,0,0,1,6,0.0025,1,1
1,0,0,1,2,0,0,0,0,2,0.00125,0,0
1,2,0,0,0,0,0,0,1,1,0.00125,0,0
0,1,0,1,0,0,0,0,0,6,0.0,0,0
0,1,0,1,0,0,0,0,1,2,0.0025,1,1
0,1,0,1,1,1,0,0,1,2,0.00125,0,0
1,1,1,0,0,0,0,0,1,5,0.0575,0,0
1,1,0,0,1,0,0,0,1,1,0.00625,0,0
1,0,1,0,2,1,0,0,1,6,0.01,1,1
0,1,0,1,9,0,0,0,0,4,0.00125,1,1
0,1,1,0,5,0,0,0,0,8,0.00375,0,0
0,2,1,0,3,0,0,0,1,1,0.00125,0,0
1,0,0,0,1,3,0,0,1,8,0.00125,0,0
0,0,0,0,1,0,0,0,1,5,0.00375,1,0
1,1,0,0,3,0,0,0,1,3,0.00125,0,0
1,0,1,0,0,0,0,0,1,2,0.11375,1,1
0,0,1,0,0,0,0,0,0,3,0.0025,1,0
1,1,0,1,0,0,0,0,1,2,0.00125,0,0
1,1,1,0,2,0,0,0,0,3,0.00125,1,0
0,1,0,0,0,0,0,0,1,3,0.060000000000000005,0,0
1,0,1,0,2,2,0,0,0,9,0.03125,1,1
1,0,1,0,10,0,1,5,1,10,0.00125,1,1
1,1,0,0,26,0,1,0,1,10,0.1475,1,1
1,0,0,0,5,0,0,0,1,3,0.00125,0,0
1,2,0,1,1,0,0,0,1,2,0.012499999999999999,0,0
1,0,1,0,1,0,0,0,1,7,0.00125,1,1
1,2,0,0,0,0,0,0,0,1,0.00125,0,0
1,0,1,0,2,2,0,0,1,5,0.00125,1,1
1,1,1,0,3,0,0,0,0,1,0.0025,0,0
0,0,0,1,0,0,0,0,0,4,0.00125,0,0
1,1,1,0,0,0,0,0,1,3,0.00125,1,1
1,2,0,1,1,0,0,0,1,3,0.01375,0,0
1,1,1,0,9,2,0,0,0,7,0.018750000000000003,1,1
1,1,0,0,19,0,1,0,1,7,0.00125,1,1
1,0,0,0,0,0,0,0,0,4,0.00625,0,0
1,2,0,0,1,0,0,0,0,1,0.0025,1,1
0,1,1,0,3,0,0,0,1,5,0.00125,1,1
1,1,1,0,4,0,0,0,1,4,0.015,0,0
1,2,0,1,12,0,0,0,1,2,0.00375,1,1
1,0,0,0,1,0,0,0,0,4,0.0025,0,0
1,1,0,1,0,0,0,0,0,5,0.00375,0,0
1,0,1,0,2,3,1,0,1,6,0.00125,0,0
0,1,1,0,0,0,0,0,1,4,0.0025,1,1
1,1,1,0,0,0,0,0,0,9,0.0025,0,0
1,1,0,0,5,0,0,0,1,6,0.0475,1,1
0,1,0,0,0,0,0,0,1,3,0.00125,0,0
0,2,0,1,0,0,0,0,1,1,0.00125,0,0
0,1,0,0,1,0,0,0,0,3,0.005,0,0
1,0,0,1,6,2,0,0,1,10,0.01,0,0
1,1,1,0,0,0,0,0,0,2,0.0025,0,0
1,0,1,0,0,0,0,0,1,4,0.0,1,1
1,1,1,0,16,0,0,0,1,10,0.0425,1,1
1,1,1,0,7,0,0,0,1,3,0.00375,1,0
0,2,0,1,3,0,0,0,1,1,0.00125,0,0
1,0,1,0,0,0,0,0,1,4,0.0025,0,0
1,1,1,0,0,0,0,0,1,10,0.00625,1,1
1,0,1,0,2,0,0,0,0,9,0.06875,1,1
1,1,0,1,0,0,0,0,0,1,0.0025,0,0
1,0,1,0,1,0,1,0,1,8,0.0,1,1
0,1,0,0,5,0,0,0,1,6,0.0025,1,1
1,1,0,1,1,0,0,0,1,2,0.00125,0,0
1,1,1,0,0,0,0,0,1,1,0.0025,0,0
1,1,1,0,0,0,0,0,0,6,0.0025,0,0
1,1,1,0,0,0,0,0,1,1,0.00375,0,0
0,1,1,0,5,0,0,0,1,9,0.0325,1,1
1,0,0,0,0,0,0,0,0,3,0.00125,1,0
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
1,0,0,1,1,1,1,0,1,10,0.0175,1,1
1,1,1,0,5,0,0,0,0,4,0.007500000000000001,0,0
1,1,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,1,0,0,0,0,0,1,4,0.012499999999999999,1,1
1,0,1,0,2,0,0,0,1,3,0.02125,1,1
0,1,0,1,1,0,0,0,1,2,0.0025,1,1
0,1,1,0,7,0,0,0,1,2,0.00375,1,1
1,1,0,1,1,0,0,0,0,1,0.0025,1,1
1,2,0,1,0,0,0,0,1,1,0.00125,0,0
1,1,1,0,1,0,0,0,1,4,0.00125,1,1
1,1,1,0,0,0,0,0,1,5,0.005,0,0
1,0,1,0,2,0,0,0,0,6,0.00125,1,1
1,1,0,0,1,0,0,0,1,2,0.0,1,1
1,0,0,1,4,0,0,0,1,10,0.0425,1,1
1,1,1,0,0,0,0,0,0,1,0.0025,0,0
0,2,1,0,0,0,0,0,0,5,0.012499999999999999,0,0
0,0,1,0,1,0,0,0,0,4,0.00125,0,0
1,2,0,0,0,0,0,0,1,1,0.00125,0,0
1,0,0,1,1,2,0,0,1,5,0.025,1,1
1,0,0,1,3,1,1,0,0,4,0.00125,1,1
1,1,1,0,0,0,0,0,1,1,0.005,0,0
1,0,1,0,0,0,0,0,1,7,0.00125,0,0
1,0,0,0,0,0,0,0,0,2,0.0025,0,0
0,1,1,0,3,0,0,0,0,6,0.00375,0,0
1,1,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,0,0,7,0,1,0,1,8,0.14625,1,1
1,1,1,0,2,0,0,0,1,4,0.060000000000000005,1,1
1,0,0,0,1,0,1,0,1,9,0.007500000000000001,1,1
1,1,0,1,0,0,0,0,0,3,0.00125,0,0
1,1,1,0,17,0,0,0,0,4,0.0025,1,1
1,2,0,0,1,0,0,0,0,1,0.00125,0,0
1,0,1,0,1,0,0,0,1,5,0.007500000000000001,1,1
1,2,0,1,0,0,0,0,0,1,0.00375,1,1
1,0,1,0,2,0,0,0,1,4,0.00125,0,0
0,1,1,0,1,0,0,0,0,6,0.02125,1,1
1,0,1,0,2,0,0,0,1,8,0.0025,1,0
0,1,0,1,0,0,0,0,1,1,0.00125,0,0
0,2,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,0,0,0,0,0,0,0,1,0.09625,0,0
1,0,1,0,1,2,0,0,1,2,0.00375,0,0
1,0,1,0,1,0,0,0,0,7,0.0025,1,1
1,1,0,1,9,0,0,0,1,9,0.0625,1,1
1,2,0,1,7,0,0,0,1,8,0.00125,0,0
1,0,1,0,1,0,0,0,1,6,0.0025,0,0
1,2,1,0,1,0,0,0,1,1,0.012499999999999999,0,0
0,1,0,1,0,0,0,0,1,1,0.0025,1,1
1,0,1,0,0,3,0,0,1,10,0.008749999999999999,1,1
1,0,1,0,0,0,0,0,1,2,0.00125,0,0
0,1,0,1,1,0,0,0,0,5,0.00125,0,0
1,1,0,0,0,0,0,0,1,1,0.0025,0,0
1,1,1,0,1,0,0,0,1,1,0.0175,1,0
1,2,0,1,1,0,0,0,0,1,0.0025,0,0
1,2,0,1,1,0,0,0,1,1,0.00125,0,0
1,0,0,0,2,1,2,0,1,8,0.04,1,1
1,1,1,0,5,0,0,1,0,8,0.00125,0,0
1,1,0,1,4,0,1,0,0,5,0.00125,1,1
1,1,1,0,5,0,0,0,1,4,0.00125,1,1
1,2,0,1,1,0,0,0,0,1,0.005,0,0
1,1,1,0,2,0,0,0,0,1,0.00375,0,0
1,0,0,0,0,2,0,0,1,3,0.00125,0,0
1,1,1,0,21,0,0,0,1,7,0.045000000000000005,1,1
1,1,1,0,0,0,0,0,0,6,0.005,0,0
1,0,0,0,1,0,0,0,1,3,0.0025,0,0
1,1,1,0,3,0,0,0,0,1,0.0025,1,1
0,1,1,0,1,0,0,0,1,1,0.0025,0,0
1,0,1,0,0,0,0,0,1,3,0.012499999999999999,0,0
1,1,1,0,3,0,0,0,1,1,0.0025,0,0
1,1,0,1,0,0,0,0,0,1,0.00125,0,0
1,2,0,1,0,0,0,0,1,5,0.00125,0,0
1,1,0,1,5,0,0,0,1,5,0.00125,1,1
1,0,1,0,1,0,0,0,1,7,0.00125,1,1
1,1,0,1,0,0,0,0,1,5,0.09875,0,0
1,1,0,1,1,0,0,0,0,5,0.0025,0,0
0,1,0,0,0,0,0,0,0,1,0.01375,0,0
1,1,1,0,0,0,0,0,0,1,0.00125,0,0
1,0,1,0,6,1,0,0,0,7,0.0025,1,1
0,0,0,0,0,1,0,0,0,4,0.0025,1,1
1,2,1,0,9,0,0,0,1,6,0.0025,1,1
1,0,0,1,8,0,0,0,1,4,0.00125,1,1
1,1,0,1,2,0,0,0,0,5,0.0025,1,0
1,0,1,0,3,0,3,0,1,8,0.0,1,1
0,1,0,1,0,0,0,0,0,5,0.00375,0,0
1,1,1,0,7,0,0,0,1,8,0.00125,1,1
1,2,0,1,5,0,0,0,1,7,0.007500000000000001,1,0
1,1,1,0,4,0,0,0,0,7,0.095,1,1
1,1,1,0,1,0,0,0,1,7,0.0,0,0
0,1,0,0,0,0,0,0,1,2,0.0025,0,0
0,1,1,0,1,0,0,0,0,2,0.0025,1,1
1,0,0,1,10,1,0,0,1,7,0.08875000000000001,1,0
1,0,0,0,0,0,0,0,1,4,0.04125,1,1
1,1,0,1,2,0,0,0,1,1,0.00625,1,1
1,0,0,0,0,0,0,0,1,4,0.00125,0,0
1,0,0,1,2,0,0,0,1,5,0.00125,0,0
1,1,1,0,12,0,0,0,1,9,0.015,1,1
1,2,0,1,2,0,0,0,0,1,0.00125,1,1
1,1,0,1,2,0,0,0,0,2,0.01625,0,0
1,1,0,0,0,0,0,0,1,1,0.00125,1,1
1,1,0,1,1,0,0,0,1,1,0.007500000000000001,1,1
1,0,1,0,1,0,0,0,1,8,0.04625,0,0
1,0,1,0,3,1,0,0,1,8,0.045000000000000005,1,1
1,0,1,0,5,0,0,0,1,5,0.04625,0,0
1,0,1,0,6,0,0,0,1,6,0.0025,1,1
1,0,1,0,1,0,0,0,0,4,0.0025,1,1
0,1,0,1,2,0,0,0,1,2,0.00125,1,1
1,2,1,0,3,0,0,0,1,8,0.00125,1,1
1,1,0,1,11,0,0,0,1,7,0.00125,1,1
1,2,0,1,7,0,0,0,1,7,0.2325,1,1
1,2,0,0,2,0,0,0,0,1,0.00125,0,0
1,0,1,0,11,1,1,0,1,7,0.0025,1,1
1,0,1,0,1,0,0,1,1,6,0.00375,0,0
1,2,0,1,1,0,0,0,0,2,0.0025,1,1
1,1,1,0,2,0,0,0,0,2,0.02375,0,0
1,1,0,0,0,0,0,0,0,1,0.005,1,0
1,0,1,0,2,0,0,0,1,6,0.0425,0,0
1,0,0,0,0,0,0,0,0,5,0.00125,0,0
0,0,0,1,0,0,0,0,1,5,0.00125,0,0
1,0,1,0,5,0,0,0,1,4,0.00375,0,0
1,0,0,1,0,2,0,0,1,2,0.0025,0,0
1,1,1,0,0,0,0,0,1,3,0.02,1,1
1,0,1,0,1,2,1,0,0,2,0.00125,1,1
0,0,1,0,0,0,0,0,0,5,0.00125,0,0
1,0,0,0,0,0,0,0,1,9,0.0025,1,1
1,1,0,1,0,0,0,0,1,3,0.0025,0,0
1,0,0,1,2,7,2,0,1,9,0.00125,1,1
1,0,0,1,1,0,0,1,1,7,0.051250000000000004,1,1
1,0,0,1,5,0,0,0,1,6,0.02375,1,1
1,1,1,0,22,0,0,0,1,10,0.00375,1,1
0,1,0,0,0,0,0,0,1,3,0.00375,1,1
1,2,0,1,2,0,0,0,1,2,0.012499999999999999,1,1
1,1,1,0,5,0,0,0,0,9,0.0025,0,0
1,1,1,0,12,1,1,1,0,8,0.051250000000000004,1,1
1,0,1,0,0,0,0,0,1,9,0.0025,0,0
1,0,1,0,0,0,0,0,1,4,0.0025,0,0
1,1,1,0,0,0,0,0,1,3,0.00125,0,0
1,1,0,0,2,0,0,0,1,1,0.00125,1,1
1,2,0,1,1,0,0,0,1,1,0.00125,0,0
1,1,0,0,0,0,0,0,0,1,0.00125,1,1
1,0,1,0,0,0,0,0,1,7,0.00125,1,0
1,0,0,1,1,0,0,0,1,8,0.0,0,0
0,0,0,1,0,0,0,0,1,8,0.00375,1,1
1,1,0,0,1,0,0,0,0,1,0.00125,1,1
1,1,0,1,1,0,0,0,1,1,0.0025,1,1
0,1,1,0,3,0,0,0,0,4,0.00625,1,1
1,0,1,0,3,0,0,0,1,7,0.11750000000000001,0,0
0,2,0,0,0,0,0,0,0,1,0.00125,1,1
0,1,1,0,11,0,0,0,1,7,0.008749999999999999,1,1
0,1,0,1,0,0,0,0,0,2,0.00125,0,0
1,2,1,0,13,0,0,0,1,2,0.00125,1,1
1,1,1,0,9,0,1,0,0,9,0.00375,0,0
1,0,0,0,4,0,0,1,1,10,0.00125,1,1
1,2,0,1,6,0,0,0,1,2,0.007500000000000001,0,0
1,2,1,0,2,0,0,0,1,9,0.0425,1,1
0,1,1,0,1,0,0,0,0,1,0.0025,0,0
1,1,0,1,0,0,0,0,1,3,0.0025,1,1
1,0,0,0,1,0,0,0,1,4,0.0025,1,1
1,0,1,0,1,1,0,0,1,2,0.00125,1,1
1,0,1,0,1,0,0,0,0,2,0.00125,0,0
1,1,1,0,20,0,1,0,1,9,0.03375,1,1
1,0,1,0,2,0,0,0,1,4,0.00125,1,1
1,0,0,0,4,0,0,1,1,6,0.00125,1,1
1,2,0,1,6,0,0,0,1,1,0.00125,0,0
1,0,1,0,0,0,0,0,1,4,0.00125,0,0
1,0,0,1,0,0,0,0,0,4,0.0025,0,0
1,2,0,1,0,0,0,0,0,1,0.0025,0,0
1,1,1,0,7,0,0,0,0,7,0.00125,0,0
1,1,0,1,0,0,0,0,0,1,0.0,0,0
1,0,0,1,3,0,0,0,1,7,0.00375,1,1
1,1,0,1,0,0,0,0,1,1,0.0025,0,0
1,1,1,0,9,1,0,0,0,8,0.0025,1,1
1,1,0,1,2,0,0,0,1,1,0.00125,1,1
1,1,0,1,1,0,0,0,1,2,0.0025,0,0
1,0,1,0,0,0,0,0,0,8,0.0675,0,0
0,0,0,1,0,0,0,0,0,5,0.00125,0,0
1,1,0,1,3,2,0,0,1,4,0.0025,0,0
1,1,0,1,3,0,0,0,1,4,0.0025,1,1
1,2,0,1,1,0,0,0,1,1,0.00125,1,0
0,1,1,0,0,0,0,0,1,1,0.00125,0,0
1,0,1,0,1,0,0,0,1,4,0.005,1,1
1,1,1,0,1,0,0,1,1,5,0.00125,1,1
1,1,0,1,2,0,0,0,1,1,0.00125,0,0
1,1,0,1,0,0,0,0,1,1,0.00125,0,0
1,1,0,1,3,0,0,0,1,3,0.00125,0,0
1,0,1,0,1,1,0,0,1,3,0.00125,1,1
1,0,1,0,2,0,0,0,0,3,0.0,0,0
0,2,0,1,0,0,0,0,0,1,0.0025,0,0
1,1,1,0,1,0,0,0,1,6,0.00125,1,1
1,2,1,0,25,0,0,0,1,7,0.0025,0,0
1,1,0,0,0,0,0,0,0,1,0.01375,0,0
1,1,0,1,4,0,0,0,1,7,0.0025,0,0
1,1,1,0,3,0,0,0,1,2,0.00125,0,0
1,1,0,1,0,0,0,0,1,6,0.0025,1,1
1,1,0,1,15,0,1,0,1,9,0.11375,1,1
1,1,1,0,0,0,0,0,1,2,0.00125,0,0
1,1,0,1,0,0,0,0,0,1,0.0025,0,0
1,1,0,1,0,0,0,0,1,9,0.0475,1,1
0,2,0,1,4,0,0,0,1,2,0.32249999999999995,0,0
1,0,1,0,3,0,0,0,1,7,0.060000000000000005,1,1
